Column_Name,Label
"Teenage girl escapes captivity, leads police to kidnappers' hideout",kidnap
"Kidnapped celebrity's whereabouts unknown, fans express concern",kidnap
Community holds fundraiser for families affected by recent abductions,kidnap
"Abducted child found unharmed in neighboring town, suspects apprehended",kidnap
Police chief vows to crack down on kidnappings plaguing the city,kidnap
"Family relieved after kidnapped child found safe, suspects arrested",kidnap
Authorities investigate possible link between human trafficking and child abduction,kidnap
"Local business owner's son abducted, ransom demand shocks community",kidnap
"Teenage girl escapes from captivity, reunited with family",kidnap
Kidnapped journalist released unharmed after days in captivity,kidnap
Community mourns after body of abducted child found in nearby woods,kidnap
"Police raid suspected kidnappers' hideout, rescue multiple victims",kidnap
"Abducted child found safe in abandoned warehouse, suspects flee scene",kidnap
Authorities urge public vigilance following string of child abductions,kidnap
"Kidnapped heiress rescued from remote cabin, suspects arrested",kidnap
"Teenage boy abducted from school bus stop, police launch search",kidnap
Family's desperate plea for return of kidnapped daughter goes viral,kidnap
Police investigate possible connection between recent kidnappings,kidnap
Community outraged after child abduction at local playground,kidnap
"Abducted college student found alive, recounts ordeal of captivity",kidnap
Authorities warn parents to be vigilant following spike in kidnappings,kidnap
"Kidnapped child found safe in nearby town, suspects apprehended",kidnap
"Teenager abducted at gunpoint, family pleads for safe return",kidnap
"Police recover kidnapped child, arrest suspect in daring raid",kidnap
Investigation underway after child abducted from birthday party,kidnap
"Teenage girl escapes captivity, leads police to kidnappers' hideout",kidnap
"Kidnapped celebrity's whereabouts unknown, fans express concern",kidnap
Community holds fundraiser for families affected by recent abductions,kidnap
"Abducted child found unharmed in neighboring town, suspects apprehended",kidnap
Police chief vows to crack down on kidnappings plaguing the city,kidnap
"Family relieved after kidnapped child found safe, suspects arrested",kidnap
Authorities investigate possible link between human trafficking and child abduction,kidnap
"Local business owner's son abducted, ransom demand shocks community",kidnap
"Teenage girl escapes from captivity, reunited with family",kidnap
Kidnapped journalist released unharmed after days in captivity,kidnap
Community mourns after body of abducted child found in nearby woods,kidnap
"Police raid suspected kidnappers' hideout, rescue multiple victims",kidnap
"Abducted child found safe in abandoned warehouse, suspects flee scene",kidnap
Authorities urge public vigilance following string of child abductions,kidnap
"Kidnapped heiress rescued from remote cabin, suspects arrested",kidnap
"Teenage boy abducted from school bus stop, police launch search",kidnap
Family's desperate plea for return of kidnapped daughter goes viral,kidnap
Police investigate possible connection between recent kidnappings,kidnap
Community outraged after child abduction at local playground,kidnap
"Abducted college student found alive, recounts ordeal of captivity",kidnap
Authorities warn parents to be vigilant following spike in kidnappings,kidnap
"Kidnapped child found safe in nearby town, suspects apprehended",kidnap
"Teenager abducted at gunpoint, family pleads for safe return",kidnap
"Police recover kidnapped child, arrest suspect in daring raid",kidnap
Investigation underway after child abducted from birthday party,kidnap
"Teenage girl escapes captivity, leads police to kidnappers' hideout",kidnap
"Kidnapped celebrity's whereabouts unknown, fans express concern",kidnap
Community holds fundraiser for families affected by recent abductions,kidnap
"Abducted child found unharmed in neighboring town, suspects apprehended",kidnap
Police chief vows to crack down on kidnappings plaguing the city,kidnap
"Family relieved after kidnapped child found safe, suspects arrested",kidnap
Authorities investigate possible link between human trafficking and child abduction,kidnap
"Local business owner's son abducted, ransom demand shocks community",kidnap
"Teenage girl escapes from captivity, reunited with family",kidnap
Kidnapped journalist released unharmed after days in captivity,kidnap
Community mourns after body of abducted child found in nearby woods,kidnap
"Police raid suspected kidnappers' hideout, rescue multiple victims",kidnap
"Abducted child found safe in abandoned warehouse, suspects flee scene",kidnap
Authorities urge public vigilance following string of child abductions,kidnap
"Kidnapped heiress rescued from remote cabin, suspects arrested",kidnap
"Teenage boy abducted from school bus stop, police launch search",kidnap
Family's desperate plea for return of kidnapped daughter goes viral,kidnap
Police investigate possible connection between recent kidnappings,kidnap
Community outraged after child abduction at local playground,kidnap
"Abducted college student found alive, recounts ordeal of captivity",kidnap
Authorities warn parents to be vigilant following spike in kidnappings,kidnap
"Kidnapped child found safe in nearby town, suspects apprehended",kidnap
"Teenager abducted at gunpoint, family pleads for safe return",kidnap
"Police recover kidnapped child, arrest suspect in daring raid",kidnap
Investigation underway after child abducted from birthday party,kidnap
"Teenage girl escapes captivity, leads police to kidnappers' hideout",kidnap
"Kidnapped celebrity's whereabouts unknown, fans express concern",kidnap
Community holds fundraiser for families affected by recent abductions,kidnap
"Abducted child found unharmed in neighboring town, suspects apprehended",kidnap
Police chief vows to crack down on kidnappings plaguing the city,kidnap
"Family relieved after kidnapped child found safe, suspects arrested",kidnap
Authorities investigate possible link between human trafficking and child abduction,kidnap
"Local business owner's son abducted, ransom demand shocks community",kidnap
"Teenage girl escapes from captivity, reunited with family",kidnap
Kidnapped journalist released unharmed after days in captivity,kidnap
Community mourns after body of abducted child found in nearby woods,kidnap
"Police raid suspected kidnappers' hideout, rescue multiple victims",kidnap
"Abducted child found safe in abandoned warehouse, suspects flee scene",kidnap
Authorities urge public vigilance following string of child abductions,kidnap
"Kidnapped heiress rescued from remote cabin, suspects arrested",kidnap
"Teenage boy abducted from school bus stop, police launch search",kidnap
Family's desperate plea for return of kidnapped daughter goes viral,kidnap
Police investigate possible connection between recent kidnappings,kidnap
Community outraged after child abduction at local playground,kidnap
"Abducted college student found alive, recounts ordeal of captivity",kidnap
Authorities warn parents to be vigilant following spike in kidnappings,kidnap
"Kidnapped child found safe in nearby town, suspects apprehended",kidnap
"Teenager abducted at gunpoint, family pleads for safe return",kidnap
"Police recover kidnapped child, arrest suspect in daring raid",kidnap
Investigation underway after child abducted from birthday party,kidnap
"Teenage girl escapes captivity, leads police to kidnappers' hideout",kidnap
"Kidnapped celebrity's whereabouts unknown, fans express concern",kidnap
Community holds fundraiser for families affected by recent abductions,kidnap
"Abducted child found unharmed in neighboring town, suspects apprehended",kidnap
Police chief vows to crack down on kidnappings plaguing the city,kidnap
"Family relieved after kidnapped child found safe, suspects arrested",kidnap
Authorities investigate possible link between human trafficking and child abduction,kidnap
"Local business owner's son abducted, ransom demand shocks community",kidnap
